M/Msun,R/Rsun,T,Rho,P,L/Lsun,"X,",Y,He3,C12,N14,O16
0.7545463,0.37554,5.47E+06,5.16E+00,3.79E+15,1,0.71139,0.26957,4.67E-04,3.16E-03,9.37E-04,8.68E-03
0.7571102,0.3772,5.45E+06,5.06E+00,3.71E+15,1.00001,0.71146,0.26952,4.51E-04,3.16E-03,9.37E-04,8.68E-03
0.7596516,0.37887,5.43E+06,4.97E+00,3.62E+15,1.00001,0.71153,0.26947,4.36E-04,3.16E-03,9.36E-04,8.68E-03
0.7621708,0.38053,5.40E+06,4.88E+00,3.54E+15,1.00002,0.71159,0.26942,4.22E-04,3.16E-03,9.36E-04,8.68E-03
0.7646678,0.3822,5.38E+06,4.79E+00,3.46E+15,1.00002,0.71165,0.26938,4.09E-04,3.16E-03,9.36E-04,8.68E-03
0.7671428,0.38387,5.35E+06,4.70E+00,3.38E+15,1.00002,0.71172,0.26933,3.96E-04,3.16E-03,9.36E-04,8.67E-03
0.769596,0.38554,5.33E+06,4.61E+00,3.30E+15,1.00003,0.71178,0.26928,3.83E-04,3.16E-03,9.36E-04,8.67E-03
0.7720274,0.38722,5.30E+06,4.53E+00,3.23E+15,1.00003,0.71184,0.26923,3.71E-04,3.16E-03,9.36E-04,8.67E-03
0.7744373,0.38889,5.28E+06,4.44E+00,3.15E+15,1.00004,0.7119,0.26919,3.60E-04,3.16E-03,9.36E-04,8.67E-03
0.7768257,0.39057,5.26E+06,4.36E+00,3.08E+15,1.00004,0.71196,0.26914,3.49E-04,3.16E-03,9.36E-04,8.67E-03
0.7791929,0.39225,5.23E+06,4.28E+00,3.01E+15,1.00004,0.71202,0.26909,3.38E-04,3.16E-03,9.36E-04,8.67E-03
0.781539,0.39393,5.21E+06,4.20E+00,2.94E+15,1.00004,0.71208,0.26905,3.28E-04,3.16E-03,9.35E-04,8.67E-03
0.783864,0.39561,5.19E+06,4.13E+00,2.88E+15,1.00005,0.71214,0.269,3.18E-04,3.16E-03,9.35E-04,8.67E-03
0.7861683,0.3973,5.16E+06,4.05E+00,2.81E+15,1.00005,0.7122,0.26895,3.09E-04,3.16E-03,9.35E-04,8.67E-03
0.7884518,0.39898,5.14E+06,3.97E+00,2.75E+15,1.00005,0.71226,0.2689,3.00E-04,3.16E-03,9.35E-04,8.67E-03
0.7907148,0.40067,5.12E+06,3.90E+00,2.68E+15,1.00005,0.71231,0.26886,2.92E-04,3.16E-03,9.35E-04,8.66E-03
0.7929574,0.40236,5.09E+06,3.83E+00,2.62E+15,1.00005,0.71237,0.26881,2.84E-04,3.16E-03,9.35E-04,8.66E-03
0.7951798,0.40405,5.07E+06,3.76E+00,2.56E+15,1.00006,0.71243,0.26876,2.76E-04,3.16E-03,9.35E-04,8.66E-03
0.797382,0.40575,5.05E+06,3.69E+00,2.50E+15,1.00006,0.71248,0.26872,2.68E-04,3.15E-03,9.35E-04,8.66E-03
0.7995643,0.40744,5.03E+06,3.62E+00,2.45E+15,1.00006,0.71254,0.26867,2.61E-04,3.15E-03,9.34E-04,8.66E-03
0.8017267,0.40914,5.00E+06,3.55E+00,2.39E+15,1.00006,0.7126,0.26862,2.54E-04,3.15E-03,9.34E-04,8.66E-03
0.8038695,0.41084,4.98E+06,3.49E+00,2.34E+15,1.00006,0.71265,0.26858,2.48E-04,3.15E-03,9.34E-04,8.66E-03
0.8059927,0.41254,4.96E+06,3.42E+00,2.28E+15,1.00006,0.71271,0.26853,2.41E-04,3.15E-03,9.34E-04,8.66E-03
0.8080966,0.41425,4.94E+06,3.36E+00,2.23E+15,1.00006,0.71276,0.26848,2.35E-04,3.15E-03,9.34E-04,8.65E-03
0.8101812,0.41595,4.92E+06,3.30E+00,2.18E+15,1.00006,0.71281,0.26844,2.30E-04,3.15E-03,9.34E-04,8.65E-03
0.8122466,0.41766,4.89E+06,3.24E+00,2.13E+15,1.00006,0.71287,0.26839,2.24E-04,3.15E-03,9.34E-04,8.65E-03
0.8142931,0.41937,4.87E+06,3.18E+00,2.08E+15,1.00007,0.71292,0.26835,2.19E-04,3.15E-03,9.34E-04,8.65E-03
0.8163208,0.42109,4.85E+06,3.12E+00,2.03E+15,1.00007,0.71297,0.2683,2.14E-04,3.15E-03,9.33E-04,8.65E-03
0.8183298,0.4228,4.83E+06,3.06E+00,1.99E+15,1.00007,0.71303,0.26826,2.09E-04,3.15E-03,9.33E-04,8.65E-03
0.8203202,0.42452,4.81E+06,3.00E+00,1.94E+15,1.00007,0.71308,0.26821,2.04E-04,3.15E-03,9.33E-04,8.65E-03
0.8222923,0.42624,4.79E+06,2.95E+00,1.90E+15,1.00007,0.71313,0.26817,2.00E-04,3.15E-03,9.33E-04,8.65E-03
0.824246,0.42796,4.77E+06,2.89E+00,1.86E+15,1.00007,0.71318,0.26812,1.95E-04,3.15E-03,9.33E-04,8.65E-03
0.8261816,0.42968,4.75E+06,2.84E+00,1.81E+15,1.00007,0.71323,0.26808,1.91E-04,3.15E-03,9.33E-04,8.65E-03
0.8280993,0.43141,4.72E+06,2.79E+00,1.77E+15,1.00007,0.71328,0.26803,1.87E-04,3.15E-03,9.33E-04,8.64E-03
0.829999,0.43314,4.70E+06,2.74E+00,1.73E+15,1.00007,0.71333,0.26799,1.84E-04,3.15E-03,9.33E-04,8.64E-03
0.8318811,0.43487,4.68E+06,2.69E+00,1.69E+15,1.00007,0.71338,0.26794,1.80E-04,3.15E-03,9.33E-04,8.64E-03
0.8337455,0.4366,4.66E+06,2.64E+00,1.65E+15,1.00007,0.71343,0.2679,1.77E-04,3.15E-03,9.33E-04,8.64E-03
0.8355925,0.43834,4.64E+06,2.59E+00,1.62E+15,1.00007,0.71348,0.26785,1.73E-04,3.15E-03,9.32E-04,8.64E-03
0.8374222,0.44008,4.62E+06,2.54E+00,1.58E+15,1.00007,0.71353,0.26781,1.70E-04,3.15E-03,9.32E-04,8.64E-03
0.8392347,0.44182,4.60E+06,2.49E+00,1.54E+15,1.00007,0.71358,0.26776,1.67E-04,3.15E-03,9.32E-04,8.64E-03
0.8410301,0.44356,4.58E+06,2.45E+00,1.51E+15,1.00007,0.71363,0.26772,1.64E-04,3.15E-03,9.32E-04,8.64E-03
0.8428087,0.4453,4.56E+06,2.40E+00,1.47E+15,1.00007,0.71368,0.26767,1.61E-04,3.15E-03,9.32E-04,8.64E-03
0.8445704,0.44705,4.54E+06,2.36E+00,1.44E+15,1.00007,0.71373,0.26763,1.59E-04,3.15E-03,9.32E-04,8.64E-03
0.8463155,0.4488,4.52E+06,2.31E+00,1.41E+15,1.00007,0.71378,0.26759,1.56E-04,3.15E-03,9.32E-04,8.64E-03
0.848044,0.45055,4.50E+06,2.27E+00,1.37E+15,1.00007,0.71383,0.26754,1.54E-04,3.15E-03,9.32E-04,8.64E-03
0.8497562,0.45231,4.48E+06,2.23E+00,1.34E+15,1.00007,0.71388,0.2675,1.51E-04,3.15E-03,9.32E-04,8.63E-03
0.8514521,0.45406,4.46E+06,2.19E+00,1.31E+15,1.00006,0.71392,0.26745,1.49E-04,3.14E-03,9.32E-04,8.63E-03
0.8531318,0.45582,4.44E+06,2.15E+00,1.28E+15,1.00006,0.71397,0.26741,1.47E-04,3.14E-03,9.32E-04,8.63E-03
0.8547956,0.45758,4.42E+06,2.11E+00,1.25E+15,1.00006,0.71402,0.26736,1.45E-04,3.14E-03,9.31E-04,8.63E-03
0.8564435,0.45935,4.40E+06,2.07E+00,1.23E+15,1.00006,0.71407,0.26732,1.43E-04,3.14E-03,9.31E-04,8.63E-03
0.8580756,0.46112,4.38E+06,2.03E+00,1.20E+15,1.00006,0.71412,0.26728,1.41E-04,3.14E-03,9.31E-04,8.63E-03
0.859692,0.46289,4.36E+06,1.99E+00,1.17E+15,1.00006,0.71416,0.26723,1.39E-04,3.14E-03,9.31E-04,8.63E-03
0.861293,0.46466,4.35E+06,1.95E+00,1.14E+15,1.00006,0.71421,0.26719,1.38E-04,3.14E-03,9.31E-04,8.63E-03
0.8628786,0.46643,4.33E+06,1.92E+00,1.12E+15,1.00006,0.71426,0.26714,1.36E-04,3.14E-03,9.31E-04,8.63E-03
0.864449,0.46821,4.31E+06,1.88E+00,1.09E+15,1.00006,0.71431,0.2671,1.34E-04,3.14E-03,9.31E-04,8.63E-03
0.8660042,0.46999,4.29E+06,1.85E+00,1.07E+15,1.00006,0.71435,0.26706,1.33E-04,3.14E-03,9.31E-04,8.63E-03
0.8675444,0.47177,4.27E+06,1.81E+00,1.04E+15,1.00006,0.7144,0.26701,1.31E-04,3.14E-03,9.31E-04,8.62E-03
0.8690697,0.47355,4.25E+06,1.78E+00,1.02E+15,1.00006,0.71445,0.26697,1.30E-04,3.14E-03,9.31E-04,8.62E-03
0.8705802,0.47534,4.23E+06,1.75E+00,9.95E+14,1.00006,0.7145,0.26693,1.29E-04,3.14E-03,9.31E-04,8.62E-03
0.8720761,0.47713,4.21E+06,1.71E+00,9.73E+14,1.00006,0.71454,0.26688,1.28E-04,3.14E-03,9.30E-04,8.62E-03
0.8735575,0.47892,4.20E+06,1.68E+00,9.50E+14,1.00006,0.71459,0.26684,1.26E-04,3.14E-03,9.30E-04,8.62E-03
0.8750244,0.48072,4.18E+06,1.65E+00,9.29E+14,1.00006,0.71464,0.26679,1.25E-04,3.14E-03,9.30E-04,8.62E-03
0.8764771,0.48251,4.16E+06,1.62E+00,9.08E+14,1.00006,0.71468,0.26675,1.24E-04,3.14E-03,9.30E-04,8.62E-03
0.8779156,0.48431,4.14E+06,1.59E+00,8.87E+14,1.00006,0.71473,0.26671,1.23E-04,3.14E-03,9.30E-04,8.62E-03
0.87934,0.48612,4.12E+06,1.56E+00,8.67E+14,1.00006,0.71478,0.26666,1.22E-04,3.14E-03,9.30E-04,8.62E-03
0.8807505,0.48792,4.10E+06,1.53E+00,8.47E+14,1.00005,0.71482,0.26662,1.21E-04,3.14E-03,9.30E-04,8.62E-03
0.8821472,0.48973,4.09E+06,1.50E+00,8.28E+14,1.00005,0.71487,0.26657,1.20E-04,3.14E-03,9.30E-04,8.62E-03
0.8835301,0.49154,4.07E+06,1.48E+00,8.09E+14,1.00005,0.71491,0.26653,1.19E-04,3.14E-03,9.30E-04,8.61E-03
0.8848995,0.49335,4.05E+06,1.45E+00,7.90E+14,1.00005,0.71496,0.26649,1.18E-04,3.14E-03,9.30E-04,8.61E-03
0.8862554,0.49517,4.03E+06,1.42E+00,7.72E+14,1.00005,0.71501,0.26644,1.17E-04,3.14E-03,9.29E-04,8.61E-03
0.8875979,0.49699,4.01E+06,1.40E+00,7.55E+14,1.00005,0.71505,0.2664,1.17E-04,3.14E-03,9.29E-04,8.61E-03
0.8889271,0.49881,4.00E+06,1.37E+00,7.37E+14,1.00005,0.7151,0.26636,1.16E-04,3.14E-03,9.29E-04,8.61E-03
0.8902432,0.50063,3.98E+06,1.35E+00,7.21E+14,1.00005,0.71515,0.26631,1.15E-04,3.14E-03,9.29E-04,8.61E-03
0.8915462,0.50246,3.96E+06,1.32E+00,7.04E+14,1.00005,0.71519,0.26627,1.15E-04,3.14E-03,9.29E-04,8.61E-03
0.8928363,0.50428,3.94E+06,1.30E+00,6.88E+14,1.00005,0.71524,0.26622,1.14E-04,3.14E-03,9.29E-04,8.61E-03
0.8941136,0.50611,3.93E+06,1.27E+00,6.72E+14,1.00005,0.71528,0.26618,1.13E-04,3.14E-03,9.29E-04,8.61E-03
0.8953782,0.50795,3.91E+06,1.25E+00,6.57E+14,1.00005,0.71533,0.26614,1.13E-04,3.14E-03,9.29E-04,8.61E-03
0.8966302,0.50978,3.89E+06,1.23E+00,6.42E+14,1.00005,0.71538,0.26609,1.12E-04,3.14E-03,9.29E-04,8.61E-03
0.8978697,0.51162,3.87E+06,1.20E+00,6.28E+14,1.00005,0.71542,0.26605,1.12E-04,3.14E-03,9.29E-04,8.61E-03
0.8990967,0.51346,3.86E+06,1.18E+00,6.13E+14,1.00005,0.71547,0.266,1.11E-04,3.14E-03,9.29E-04,8.61E-03
0.9003115,0.51531,3.84E+06,1.16E+00,5.99E+14,1.00005,0.71552,0.26596,1.11E-04,3.14E-03,9.29E-04,8.61E-03
0.9015141,0.51716,3.82E+06,1.14E+00,5.86E+14,1.00004,0.71556,0.26591,1.10E-04,3.14E-03,9.29E-04,8.60E-03
0.9027046,0.519,3.81E+06,1.12E+00,5.72E+14,1.00004,0.71561,0.26587,1.10E-04,3.14E-03,9.28E-04,8.60E-03
0.9038831,0.52086,3.79E+06,1.10E+00,5.59E+14,1.00004,0.71566,0.26582,1.09E-04,3.13E-03,9.28E-04,8.60E-03
0.9050498,0.52271,3.77E+06,1.08E+00,5.46E+14,1.00004,0.7157,0.26578,1.09E-04,3.13E-03,9.28E-04,8.60E-03
0.9062047,0.52457,3.76E+06,1.06E+00,5.34E+14,1.00004,0.71575,0.26574,1.08E-04,3.13E-03,9.28E-04,8.60E-03
0.9073479,0.52643,3.74E+06,1.04E+00,5.22E+14,1.00004,0.7158,0.26569,1.08E-04,3.13E-03,9.28E-04,8.60E-03
0.9084795,0.52829,3.72E+06,1.02E+00,5.10E+14,1.00004,0.71584,0.26565,1.08E-04,3.13E-03,9.28E-04,8.60E-03
0.9095997,0.53015,3.71E+06,9.98E-01,4.98E+14,1.00004,0.71589,0.2656,1.07E-04,3.13E-03,9.28E-04,8.60E-03
0.9107084,0.53202,3.69E+06,9.79E-01,4.87E+14,1.00004,0.71593,0.26556,1.07E-04,3.13E-03,9.28E-04,8.60E-03
0.9118059,0.53389,3.67E+06,9.61E-01,4.76E+14,1.00004,0.71598,0.26552,1.07E-04,3.13E-03,9.28E-04,8.60E-03
0.9128922,0.53576,3.66E+06,9.44E-01,4.65E+14,1.00004,0.71603,0.26547,1.06E-04,3.13E-03,9.28E-04,8.60E-03
0.9139674,0.53764,3.64E+06,9.26E-01,4.54E+14,1.00004,0.71607,0.26543,1.06E-04,3.13E-03,9.28E-04,8.60E-03
0.9150317,0.53952,3.62E+06,9.09E-01,4.44E+14,1.00004,0.71612,0.26538,1.06E-04,3.13E-03,9.28E-04,8.60E-03
0.916085,0.54139,3.61E+06,8.92E-01,4.34E+14,1.00004,0.71616,0.26534,1.06E-04,3.13E-03,9.28E-04,8.60E-03
0.9171275,0.54328,3.59E+06,8.76E-01,4.24E+14,1.00004,0.71621,0.2653,1.05E-04,3.13E-03,9.28E-04,8.60E-03
0.9181593,0.54516,3.57E+06,8.60E-01,4.14E+14,1.00004,0.71625,0.26525,1.05E-04,3.13E-03,9.28E-04,8.60E-03
0.9191805,0.54705,3.56E+06,8.44E-01,4.05E+14,1.00004,0.7163,0.26521,1.05E-04,3.13E-03,9.27E-04,8.60E-03
0.9201912,0.54894,3.54E+06,8.29E-01,3.96E+14,1.00004,0.71634,0.26517,1.05E-04,3.13E-03,9.27E-04,8.59E-03
0.9211915,0.55083,3.53E+06,8.13E-01,3.87E+14,1.00003,0.71638,0.26512,1.04E-04,3.13E-03,9.27E-04,8.59E-03
0.9221814,0.55273,3.51E+06,7.98E-01,3.78E+14,1.00003,0.71643,0.26508,1.04E-04,3.13E-03,9.27E-04,8.59E-03
0.923161,0.55462,3.49E+06,7.84E-01,3.69E+14,1.00003,0.71647,0.26504,1.04E-04,3.13E-03,9.27E-04,8.59E-03
0.9241305,0.55652,3.48E+06,7.69E-01,3.61E+14,1.00003,0.71652,0.265,1.04E-04,3.13E-03,9.27E-04,8.59E-03
0.9250899,0.55842,3.46E+06,7.55E-01,3.53E+14,1.00003,0.71656,0.26495,1.04E-04,3.13E-03,9.27E-04,8.59E-03
0.9260393,0.56033,3.45E+06,7.41E-01,3.45E+14,1.00003,0.7166,0.26491,1.03E-04,3.13E-03,9.27E-04,8.59E-03
0.9269789,0.56223,3.43E+06,7.28E-01,3.37E+14,1.00003,0.71664,0.26487,1.03E-04,3.13E-03,9.27E-04,8.59E-03
0.9279086,0.56414,3.41E+06,7.14E-01,3.29E+14,1.00003,0.71669,0.26483,1.03E-04,3.13E-03,9.27E-04,8.59E-03
0.9288285,0.56605,3.40E+06,7.01E-01,3.22E+14,1.00003,0.71673,0.26479,1.03E-04,3.13E-03,9.27E-04,8.59E-03
0.9297389,0.56797,3.38E+06,6.89E-01,3.14E+14,1.00003,0.71677,0.26475,1.03E-04,3.13E-03,9.27E-04,8.59E-03
0.9306397,0.56988,3.37E+06,6.76E-01,3.07E+14,1.00003,0.71681,0.26471,1.03E-04,3.13E-03,9.27E-04,8.59E-03
0.931531,0.5718,3.35E+06,6.64E-01,3.00E+14,1.00003,0.71685,0.26467,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9324129,0.57372,3.34E+06,6.52E-01,2.93E+14,1.00003,0.71689,0.26463,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9332855,0.57564,3.32E+06,6.40E-01,2.87E+14,1.00003,0.71693,0.26459,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9341489,0.57757,3.30E+06,6.28E-01,2.80E+14,1.00003,0.71697,0.26455,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9350032,0.57949,3.29E+06,6.17E-01,2.74E+14,1.00003,0.717,0.26451,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9358483,0.58142,3.27E+06,6.05E-01,2.67E+14,1.00003,0.71704,0.26448,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9366845,0.58335,3.26E+06,5.94E-01,2.61E+14,1.00003,0.71708,0.26444,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9375118,0.58528,3.24E+06,5.83E-01,2.55E+14,1.00003,0.71711,0.26441,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9383303,0.58722,3.23E+06,5.73E-01,2.50E+14,1.00003,0.71714,0.26437,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.93914,0.58915,3.21E+06,5.62E-01,2.44E+14,1.00002,0.71718,0.26434,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9399411,0.59109,3.20E+06,5.52E-01,2.38E+14,1.00002,0.71721,0.26431,1.02E-04,3.13E-03,9.27E-04,8.59E-03
0.9407335,0.59303,3.18E+06,5.42E-01,2.33E+14,1.00002,0.71724,0.26428,1.01E-04,3.13E-03,9.27E-04,8.59E-03
0.9415174,0.59497,3.17E+06,5.32E-01,2.28E+14,1.00002,0.71727,0.26425,1.01E-04,3.13E-03,9.27E-04,8.59E-03
0.9422929,0.59692,3.15E+06,5.23E-01,2.22E+14,1.00002,0.7173,0.26422,1.01E-04,3.13E-03,9.27E-04,8.59E-03
0.94306,0.59886,3.14E+06,5.13E-01,2.17E+14,1.00002,0.71733,0.26419,1.00E-04,3.13E-03,9.27E-04,8.59E-03
0.9438189,0.60081,3.12E+06,5.04E-01,2.12E+14,1.00002,0.71735,0.26416,1.00E-04,3.13E-03,9.27E-04,8.59E-03
0.9445695,0.60276,3.11E+06,4.95E-01,2.07E+14,1.00002,0.71738,0.26413,1.00E-04,3.13E-03,9.27E-04,8.59E-03
0.9453119,0.60471,3.09E+06,4.86E-01,2.03E+14,1.00002,0.7174,0.26411,1.00E-04,3.13E-03,9.28E-04,8.60E-03
0.9460463,0.60666,3.08E+06,4.77E-01,1.98E+14,1.00002,0.71743,0.26408,1.00E-04,3.13E-03,9.28E-04,8.60E-03
0.9467727,0.60861,3.06E+06,4.69E-01,1.94E+14,1.00002,0.71745,0.26405,1.00E-04,3.13E-03,9.28E-04,8.60E-03
0.9474911,0.61057,3.05E+06,4.60E-01,1.89E+14,1.00002,0.71747,0.26403,1.00E-04,3.13E-03,9.28E-04,8.60E-03
0.9482017,0.61252,3.03E+06,4.52E-01,1.85E+14,1.00002,0.7175,0.264,1.00E-04,3.13E-03,9.28E-04,8.60E-03
0.9489045,0.61448,3.01E+06,4.44E-01,1.81E+14,1.00002,0.71752,0.26397,1.00E-04,3.13E-03,9.28E-04,8.60E-03
0.9495996,0.61644,3.00E+06,4.36E-01,1.77E+14,1.00002,0.71754,0.26395,1.00E-04,3.13E-03,9.28E-04,8.60E-03
0.950287,0.6184,2.98E+06,4.28E-01,1.73E+14,1.00002,0.71757,0.26392,1.00E-04,3.14E-03,9.29E-04,8.60E-03
0.9509668,0.62036,2.97E+06,4.21E-01,1.69E+14,1.00002,0.7176,0.26389,1.00E-04,3.14E-03,9.29E-04,8.61E-03
0.9516391,0.62232,2.95E+06,4.13E-01,1.65E+14,1.00002,0.71762,0.26385,1.00E-04,3.14E-03,9.29E-04,8.61E-03
0.9523039,0.62428,2.94E+06,4.06E-01,1.61E+14,1.00002,0.71765,0.26382,1.00E-04,3.14E-03,9.29E-04,8.61E-03
0.9529614,0.62625,2.92E+06,3.99E-01,1.57E+14,1.00002,0.71769,0.26378,1.00E-04,3.14E-03,9.30E-04,8.61E-03
0.9536115,0.62821,2.91E+06,3.91E-01,1.54E+14,1.00002,0.71772,0.26373,1.00E-04,3.14E-03,9.30E-04,8.62E-03
0.9542544,0.63018,2.89E+06,3.84E-01,1.50E+14,1.00002,0.71777,0.26368,1.00E-04,3.14E-03,9.30E-04,8.62E-03
0.9548901,0.63214,2.88E+06,3.78E-01,1.47E+14,1.00002,0.71781,0.26363,1.00E-04,3.14E-03,9.31E-04,8.63E-03
0.9555187,0.63411,2.86E+06,3.71E-01,1.43E+14,1.00002,0.71787,0.26356,1.00E-04,3.14E-03,9.31E-04,8.63E-03
0.9561402,0.63608,2.85E+06,3.64E-01,1.40E+14,1.00002,0.71793,0.26349,1.00E-04,3.15E-03,9.32E-04,8.64E-03
0.9567546,0.63805,2.83E+06,3.58E-01,1.37E+14,1.00002,0.718,0.26341,1.00E-04,3.15E-03,9.32E-04,8.64E-03
0.9573622,0.64001,2.82E+06,3.52E-01,1.34E+14,1.00002,0.71808,0.26332,1.00E-04,3.15E-03,9.33E-04,8.65E-03
0.9579629,0.64198,2.80E+06,3.46E-01,1.31E+14,1.00002,0.71818,0.26321,1.00E-04,3.15E-03,9.34E-04,8.65E-03
0.9585567,0.64395,2.79E+06,3.40E-01,1.28E+14,1.00002,0.71828,0.26309,1.00E-04,3.15E-03,9.34E-04,8.66E-03
0.9591438,0.64592,2.77E+06,3.34E-01,1.25E+14,1.00001,0.7184,0.26295,1.00E-04,3.16E-03,9.35E-04,8.67E-03
0.9597242,0.64789,2.76E+06,3.28E-01,1.22E+14,1.00001,0.71854,0.26279,1.00E-04,3.16E-03,9.36E-04,8.68E-03
0.960298,0.64986,2.74E+06,3.22E-01,1.19E+14,1.00001,0.7187,0.26262,1.00E-04,3.16E-03,9.37E-04,8.69E-03
0.9608652,0.65183,2.73E+06,3.16E-01,1.17E+14,1.00001,0.71887,0.26242,1.00E-04,3.17E-03,9.38E-04,8.70E-03
0.9614259,0.6538,2.71E+06,3.11E-01,1.14E+14,1.00001,0.71907,0.2622,1.00E-04,3.17E-03,9.40E-04,8.71E-03
0.9619801,0.65577,2.70E+06,3.06E-01,1.11E+14,1.00001,0.71929,0.26195,1.00E-04,3.18E-03,9.41E-04,8.72E-03
0.9625279,0.65774,2.68E+06,3.00E-01,1.09E+14,1.00001,0.71954,0.26166,1.00E-04,3.18E-03,9.43E-04,8.74E-03
0.9630693,0.65971,2.66E+06,2.95E-01,1.06E+14,1.00001,0.71982,0.26135,1.00E-04,3.19E-03,9.45E-04,8.75E-03
0.9636045,0.66168,2.65E+06,2.90E-01,1.04E+14,1.00001,0.72013,0.261,1.00E-04,3.20E-03,9.47E-04,8.77E-03
0.9641335,0.66364,2.63E+06,2.85E-01,1.02E+14,1.00001,0.72047,0.26062,1.00E-04,3.20E-03,9.49E-04,8.79E-03
0.9646562,0.66561,2.62E+06,2.80E-01,9.92E+13,1.00001,0.72084,0.26022,1.00E-04,3.21E-03,9.50E-04,8.80E-03
0.9651729,0.66757,2.60E+06,2.75E-01,9.69E+13,1.00001,0.72125,0.2598,1.00E-04,3.21E-03,9.50E-04,8.81E-03
0.9656834,0.66954,2.58E+06,2.71E-01,9.47E+13,1.00001,0.72169,0.25937,1.00E-04,3.21E-03,9.50E-04,8.80E-03
0.966188,0.6715,2.57E+06,2.66E-01,9.26E+13,1.00001,0.72216,0.25894,1.00E-04,3.20E-03,9.48E-04,8.79E-03
0.9666866,0.67346,2.55E+06,2.62E-01,9.05E+13,1.00001,0.72266,0.2585,1.00E-04,3.19E-03,9.45E-04,8.76E-03
0.9671792,0.67542,2.54E+06,2.57E-01,8.84E+13,1.00001,0.72319,0.25805,1.00E-04,3.18E-03,9.41E-04,8.72E-03
0.967666,0.67738,2.52E+06,2.53E-01,8.64E+13,1.00001,0.72374,0.25758,1.00E-04,3.16E-03,9.37E-04,8.69E-03
0.9681471,0.67934,2.50E+06,2.49E-01,8.44E+13,1.00001,0.72431,0.25708,1.00E-04,3.15E-03,9.33E-04,8.65E-03
0.9686223,0.68129,2.49E+06,2.45E-01,8.25E+13,1.00001,0.72491,0.25656,1.00E-04,3.14E-03,9.29E-04,8.61E-03
0.9690919,0.68325,2.47E+06,2.41E-01,8.06E+13,1.00001,0.72554,0.25602,1.00E-04,3.12E-03,9.25E-04,8.57E-03
0.9695558,0.6852,2.45E+06,2.37E-01,7.88E+13,1.00001,0.72619,0.25544,1.00E-04,3.11E-03,9.21E-04,8.54E-03
0.9700141,0.68715,2.44E+06,2.33E-01,7.70E+13,1.00001,0.72687,0.25484,1.00E-04,3.10E-03,9.18E-04,8.50E-03
0.9704668,0.68909,2.42E+06,2.29E-01,7.52E+13,1.00001,0.72757,0.25421,1.00E-04,3.09E-03,9.14E-04,8.47E-03
0.9709141,0.69104,2.40E+06,2.25E-01,7.35E+13,1.00001,0.7283,0.25356,1.00E-04,3.07E-03,9.10E-04,8.43E-03
0.9713558,0.69298,2.38E+06,2.21E-01,7.18E+13,1.00001,0.72906,0.25288,1.00E-04,3.06E-03,9.06E-04,8.39E-03
0.9717303,0.69464,2.37E+06,2.18E-01,7.04E+13,1.00001,0.72973,0.25228,1.00E-04,3.05E-03,9.02E-04,8.36E-03
0.9718386,0.69512,2.36E+06,2.17E-01,7.00E+13,1.00001,0.72994,0.2521,1.00E-04,3.04E-03,9.01E-04,8.35E-03
0.9719466,0.69561,2.36E+06,2.17E-01,6.96E+13,1.00001,0.73014,0.25191,1.00E-04,3.04E-03,9.00E-04,8.34E-03
0.9720542,0.69609,2.36E+06,2.16E-01,6.92E+13,1.00001,0.73034,0.25173,1.00E-04,3.04E-03,8.99E-04,8.33E-03
0.9721615,0.69657,2.35E+06,2.15E-01,6.88E+13,1.00001,0.73055,0.25155,1.00E-04,3.03E-03,8.98E-04,8.32E-03
0.9722685,0.69705,2.35E+06,2.14E-01,6.84E+13,1.00001,0.73075,0.25136,1.00E-04,3.03E-03,8.97E-04,8.31E-03
0.9723751,0.69754,2.34E+06,2.13E-01,6.80E+13,1.00001,0.73096,0.25117,1.00E-04,3.02E-03,8.96E-04,8.30E-03
0.9724814,0.69802,2.34E+06,2.12E-01,6.76E+13,1.00001,0.73117,0.25098,1.00E-04,3.02E-03,8.95E-04,8.29E-03
0.9725874,0.6985,2.33E+06,2.11E-01,6.73E+13,1.00001,0.73139,0.25079,1.00E-04,3.02E-03,8.94E-04,8.28E-03
0.9726931,0.69898,2.33E+06,2.11E-01,6.69E+13,1.00001,0.7316,0.2506,1.00E-04,3.01E-03,8.93E-04,8.27E-03
0.9727984,0.69946,2.32E+06,2.10E-01,6.65E+13,1.00001,0.73182,0.2504,1.00E-04,3.01E-03,8.92E-04,8.26E-03
0.9729034,0.69994,2.32E+06,2.09E-01,6.61E+13,1.00001,0.73204,0.2502,1.00E-04,3.01E-03,8.91E-04,8.26E-03
0.9730081,0.70042,2.32E+06,2.08E-01,6.57E+13,1.00001,0.73226,0.25,1.00E-04,3.00E-03,8.90E-04,8.25E-03
