M/Msun,R/Rsun,T,Rho,P,L/Lsun,"X,",Y,He3,C12,N14,O16
0.9980346,0.89534,6.30E+05,2.84E-02,2.42E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9980744,0.89617,6.24E+05,2.80E-02,2.37E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9981133,0.89699,6.19E+05,2.76E-02,2.31E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9981516,0.8978,6.13E+05,2.72E-02,2.26E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9981891,0.89861,6.08E+05,2.69E-02,2.21E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9982258,0.89941,6.02E+05,2.65E-02,2.16E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9982619,0.9002,5.97E+05,2.61E-02,2.11E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9982973,0.90099,5.91E+05,2.58E-02,2.06E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.998332,0.90178,5.86E+05,2.54E-02,2.02E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.998366,0.90255,5.81E+05,2.51E-02,1.97E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9983993,0.90332,5.75E+05,2.47E-02,1.93E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.998432,0.90409,5.70E+05,2.44E-02,1.88E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9984641,0.90485,5.65E+05,2.41E-02,1.84E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9984955,0.9056,5.60E+05,2.37E-02,1.80E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9985263,0.90635,5.55E+05,2.34E-02,1.76E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9985565,0.90709,5.50E+05,2.31E-02,1.72E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9985861,0.90783,5.45E+05,2.28E-02,1.68E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9986152,0.90856,5.40E+05,2.25E-02,1.64E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9986436,0.90929,5.35E+05,2.21E-02,1.60E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9986716,0.91001,5.30E+05,2.18E-02,1.56E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9986989,0.91072,5.25E+05,2.15E-02,1.53E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9987257,0.91143,5.21E+05,2.12E-02,1.49E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.998752,0.91214,5.16E+05,2.10E-02,1.46E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9987778,0.91283,5.11E+05,2.07E-02,1.43E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.998803,0.91353,5.07E+05,2.04E-02,1.39E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9988278,0.91421,5.02E+05,2.01E-02,1.36E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9988521,0.9149,4.98E+05,1.98E-02,1.33E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9988758,0.91557,4.93E+05,1.96E-02,1.30E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9988992,0.91625,4.89E+05,1.93E-02,1.27E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.998922,0.91691,4.84E+05,1.90E-02,1.24E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9989444,0.91757,4.80E+05,1.88E-02,1.21E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9989663,0.91823,4.76E+05,1.85E-02,1.19E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9989878,0.91888,4.71E+05,1.83E-02,1.16E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9990089,0.91953,4.67E+05,1.80E-02,1.13E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9990296,0.92017,4.63E+05,1.78E-02,1.11E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9990498,0.9208,4.59E+05,1.75E-02,1.08E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9990696,0.92143,4.54E+05,1.73E-02,1.06E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.999089,0.92206,4.50E+05,1.70E-02,1.03E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9991081,0.92268,4.46E+05,1.68E-02,1.01E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9991267,0.9233,4.42E+05,1.66E-02,9.87E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.999145,0.92391,4.38E+05,1.63E-02,9.65E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9991629,0.92452,4.34E+05,1.61E-02,9.43E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9991805,0.92512,4.30E+05,1.59E-02,9.21E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9991977,0.92572,4.27E+05,1.57E-02,9.00E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9992145,0.92631,4.23E+05,1.55E-02,8.80E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.999231,0.9269,4.19E+05,1.53E-02,8.60E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9992472,0.92748,4.15E+05,1.50E-02,8.40E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.999263,0.92806,4.11E+05,1.48E-02,8.21E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9992785,0.92863,4.08E+05,1.46E-02,8.02E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9992937,0.9292,4.04E+05,1.44E-02,7.84E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9993086,0.92976,4.00E+05,1.42E-02,7.66E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9993232,0.93032,3.97E+05,1.40E-02,7.49E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9993375,0.93088,3.93E+05,1.39E-02,7.32E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9993515,0.93143,3.90E+05,1.37E-02,7.15E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9993652,0.93198,3.86E+05,1.35E-02,6.99E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9993786,0.93252,3.83E+05,1.33E-02,6.83E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9993917,0.93306,3.79E+05,1.31E-02,6.67E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9994046,0.93359,3.76E+05,1.29E-02,6.52E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9994172,0.93412,3.72E+05,1.28E-02,6.37E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9994296,0.93464,3.69E+05,1.26E-02,6.23E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9994417,0.93517,3.66E+05,1.24E-02,6.09E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9994535,0.93568,3.63E+05,1.22E-02,5.95E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9994652,0.93619,3.59E+05,1.21E-02,5.81E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9994765,0.9367,3.56E+05,1.19E-02,5.68E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9994877,0.93721,3.53E+05,1.17E-02,5.55E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9994986,0.93771,3.50E+05,1.16E-02,5.42E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9995092,0.9382,3.47E+05,1.14E-02,5.30E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9995197,0.9387,3.43E+05,1.13E-02,5.18E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9995299,0.93918,3.40E+05,1.11E-02,5.06E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.99954,0.93967,3.37E+05,1.10E-02,4.95E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9995498,0.94015,3.34E+05,1.08E-02,4.83E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9995594,0.94062,3.31E+05,1.07E-02,4.72E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9995688,0.9411,3.28E+05,1.05E-02,4.62E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.999578,0.94156,3.25E+05,1.04E-02,4.51E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9995871,0.94203,3.23E+05,1.02E-02,4.41E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9995959,0.94249,3.20E+05,1.01E-02,4.31E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996045,0.94295,3.17E+05,9.94E-03,4.21E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.999613,0.9434,3.14E+05,9.80E-03,4.11E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996213,0.94385,3.11E+05,9.67E-03,4.02E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996294,0.94429,3.08E+05,9.53E-03,3.93E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996374,0.94474,3.06E+05,9.40E-03,3.84E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996452,0.94518,3.03E+05,9.27E-03,3.75E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996528,0.94561,3.00E+05,9.15E-03,3.67E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996603,0.94604,2.98E+05,9.02E-03,3.58E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996676,0.94647,2.95E+05,8.90E-03,3.50E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996747,0.94689,2.92E+05,8.78E-03,3.42E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996817,0.94731,2.90E+05,8.65E-03,3.34E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996886,0.94773,2.87E+05,8.54E-03,3.27E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9996953,0.94814,2.85E+05,8.42E-03,3.19E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9997018,0.94855,2.82E+05,8.30E-03,3.12E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9997083,0.94896,2.79E+05,8.19E-03,3.05E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9997095,0.94904,2.79E+05,8.17E-03,3.04E+11,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
